Identifiant_Accident,Vitesse_Maximale_Autorisee,jour,mois,Annee,Luminosite,Departement,Commune,Agglomeration,Connition_Atmospheriques,adresse,Latitude,Longitude
201900002423,90,20,https://www.wikidata.org/wiki/Q116,2019,Plein jour,https://www.wikidata.org/wiki/Q12686,34096,Hors aglomeration,Normale,D909,43.562476,3.180636
201900002426,80,20,https://www.wikidata.org/wiki/Q116,2019,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12696,44169,Hors aglomeration,Normale,carrefour CD 215 et C9,47.232497,-1.439599
201900002426,80,20,https://www.wikidata.org/wiki/Q116,2019,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12696,44169,Hors aglomeration,Normale,carrefour CD 215 et C9,47.232497,-1.439599
201900002426,80,20,https://www.wikidata.org/wiki/Q116,2019,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12696,44169,Hors aglomeration,Normale,carrefour CD 215 et C9,47.232497,-1.439599
201900002441,80,20,https://www.wikidata.org/wiki/Q116,2019,Plein jour,,08222,Hors aglomeration,Normale,D8051,50.01129,4.701549
201900002446,50,11,https://www.wikidata.org/wiki/Q109,2019,Plein jour,https://www.wikidata.org/wiki/Q12711,59350,En aglomeration,Normale,LORRAINE BOULEVARD,50.63455,3.03961
201900002456,80,13,https://www.wikidata.org/wiki/Q109,2019,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12697,45235,Hors aglomeration,Brouillard ou fumee,RD 955,47.95269,1.80149
201900002462,50,11,https://www.wikidata.org/wiki/Q109,2019,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q12694,42218,En aglomeration,Temps couvert,117 RUE PARE AMBROISE,45.406873,4.379971
201900002470,70,10,https://www.wikidata.org/wiki/Q109,2019,Plein jour,https://www.wikidata.org/wiki/Q12685,33080,Hors aglomeration,Normale,RD111 / Chemin Martillac,44.74671,-0.56383
201900002489,50,9,https://www.wikidata.org/wiki/Q109,2019,Plein jour,https://www.wikidata.org/wiki/Q12661,13043,En aglomeration,Normale,Chemin Carraire de l'Aiguille,43.39143,5.206798
201900002498,50,12,https://www.wikidata.org/wiki/Q109,2019,Plein jour,https://www.wikidata.org/wiki/Q12661,13211,En aglomeration,Normale,BERNARD LECACHE (AVENUE),43.29428,5.45018
201900002544,80,12,https://www.wikidata.org/wiki/Q109,2019,Crepuscule ou Aube,https://www.wikidata.org/wiki/Q12683,31275,Hors aglomeration,Brouillard ou fumee,D41,43.732944,1.015057
201900002553,50,14,https://www.wikidata.org/wiki/Q109,2019,Plein jour,https://www.wikidata.org/wiki/Q12666,17236,En aglomeration,Normale,Avenue d'Aquitaine - D137,45.366173,-0.569919
201900002567,80,14,https://www.wikidata.org/wiki/Q109,2019,Plein jour,https://www.wikidata.org/wiki/Q12675,24347,Hors aglomeration,Normale,LA CROIX,44.716965,0.799439
201900002667,30,9,https://www.wikidata.org/wiki/Q114,2019,Crepuscule ou Aube,https://www.wikidata.org/wiki/Q12711,59043,En aglomeration,Normale,NATIONS UNIES (AVENUE DES),50.725912,2.73949
201900002668,30,8,https://www.wikidata.org/wiki/Q114,2019,Plein jour,https://www.wikidata.org/wiki/Q12709,57463,En aglomeration,Normale,FOCH (AVENUE ),49.11139,6.17381
201900002686,50,8,https://www.wikidata.org/wiki/Q114,2019,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q12685,33069,En aglomeration,Normale,Bd Pierre 1er / Av de Tivoli,44.85705,-0.59112
201900002750,110,24,https://www.wikidata.org/wiki/Q112,2019,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12747,95582,Hors aglomeration,Normale,AUTOROUTE A15,48.97481,2.24378
201900002755,110,23,https://www.wikidata.org/wiki/Q112,2019,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12745,93007,Hors aglomeration,Normale,AUTOROUTE A3,48.92067,2.47934
201900002848,110,5,https://www.wikidata.org/wiki/Q112,2019,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12745,93007,Hors aglomeration,Normale,AUTOROUTE A3,48.94314,2.47793
201900002848,110,5,https://www.wikidata.org/wiki/Q112,2019,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12745,93007,Hors aglomeration,Normale,AUTOROUTE A3,48.94314,2.47793
201900002922,130,11,https://www.wikidata.org/wiki/Q112,2019,Plein jour,https://www.wikidata.org/wiki/Q12685,33321,Hors aglomeration,Normale,A10,45.05392,-0.45389
201900002923,-1,9,https://www.wikidata.org/wiki/Q112,2019,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12685,33348,Hors aglomeration,Normale,,45.36019,-0.99437
201900002931,50,14,https://www.wikidata.org/wiki/Q114,2019,Nuit avec eclairage public non allume,https://www.wikidata.org/wiki/Q30971,98740,En aglomeration,Normale,village de AVATORU,-15.848472,-148.251179
201900002943,80,16,https://www.wikidata.org/wiki/Q115,2019,Plein jour,https://www.wikidata.org/wiki/Q12687,35085,Hors aglomeration,Normale,pk 13 - RD82,48.375659,-1.72641
201900002949,70,14,https://www.wikidata.org/wiki/Q115,2019,Plein jour,,06026,Hors aglomeration,Normale,Boulevard des 5 Communes/Boulevard Jean Marais,43.6487643,6.8776448
201900002950,80,14,https://www.wikidata.org/wiki/Q115,2019,Plein jour,https://www.wikidata.org/wiki/Q12703,51544,Hors aglomeration,Temps couvert,RD 977,49.2863066,4.5525896
201900002962,80,15,https://www.wikidata.org/wiki/Q115,2019,Plein jour,https://www.wikidata.org/wiki/Q12731,79150,Hors aglomeration,Normale,RD 948,46.140089,0.196939
201900002962,80,15,https://www.wikidata.org/wiki/Q115,2019,Plein jour,https://www.wikidata.org/wiki/Q12731,79150,Hors aglomeration,Normale,RD 948,46.140089,0.196939
201900003023,70,11,https://www.wikidata.org/wiki/Q113,2019,Plein jour,https://www.wikidata.org/wiki/Q17060,97212,Hors aglomeration,Normale,Chemin Gond,14.732175,-61.02076
201900003025,50,10,https://www.wikidata.org/wiki/Q113,2019,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q17060,97207,En aglomeration,Normale,ROUTE DEPARTEMENTALE 5,14.571657,-60.961335
201900003032,110,14,https://www.wikidata.org/wiki/Q115,2019,Plein jour,https://www.wikidata.org/wiki/Q12707,55334,Hors aglomeration,Normale,RN4 sens PARIS - NANCY au PK : 44+120,48.704791,5.524635
201900003036,80,15,https://www.wikidata.org/wiki/Q115,2019,Plein jour,https://www.wikidata.org/wiki/Q12660,12239,Hors aglomeration,Pluie legere,RD 45 - PK 13+322,44.429019,2.962818
201900003041,30,21,https://www.wikidata.org/wiki/Q117,2019,Plein jour,https://www.wikidata.org/wiki/Q12687,35238,En aglomeration,Normale,LECLERC (AVENUE DU GENERAL),48.11389,-1.63979
201900003042,80,1,https://www.wikidata.org/wiki/Q113,2019,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12659,11077,Hors aglomeration,Normale,Avenue des Corbi̬res,43.231468,2.675346
201900003047,50,14,https://www.wikidata.org/wiki/Q115,2019,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12694,42100,Hors aglomeration,Normale,Le Mazot,45.556071,4.40687
201900003051,80,26,https://www.wikidata.org/wiki/Q114,2019,Plein jour,https://www.wikidata.org/wiki/Q12693,41154,Hors aglomeration,Normale,La Guizonniere,47.904223,1.25518
201900003054,50,20,https://www.wikidata.org/wiki/Q117,2019,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q12685,33063,En aglomeration,Pluie forte,82 QUAI DES CHARTRONS,44.85348,-0.5667
201900003083,80,11,https://www.wikidata.org/wiki/Q113,2019,Plein jour,https://www.wikidata.org/wiki/Q12660,12267,Hors aglomeration,Normale,RD 902 PK 33+500,44.075604,2.526626
201900003096,80,9,https://www.wikidata.org/wiki/Q113,2019,Plein jour,,01209,Hors aglomeration,Pluie legere,ROUTE DEPARTEMENTALE 1206,46.092238,5.871912
201900003098,70,2,https://www.wikidata.org/wiki/Q113,2019,Crepuscule ou Aube,,01109,Hors aglomeration,Normale,D 1206,46.122111,5.896326
201900003112,-1,1,https://www.wikidata.org/wiki/Q113,2019,Plein jour,https://www.wikidata.org/wiki/Q12662,14347,Hors aglomeration,Normale,"RD 577, le mesnil auzouf",48.979647,-0.754178
201900003125,-1,3,https://www.wikidata.org/wiki/Q113,2019,Plein jour,https://www.wikidata.org/wiki/Q12710,58227,Hors aglomeration,Normale,La B̩casse,47.55735,3.063933
201900003141,50,14,https://www.wikidata.org/wiki/Q115,2019,Plein jour,https://www.wikidata.org/wiki/Q12706,54177,En aglomeration,Normale,D19,48.628958,6.694987
201900003156,50,16,https://www.wikidata.org/wiki/Q115,2019,Plein jour,,05011,Hors aglomeration,Normale,terre droite,44.553454,6.194953
201900003163,80,17,https://www.wikidata.org/wiki/Q115,2019,Plein jour,https://www.wikidata.org/wiki/Q12702,50236,Hors aglomeration,Temps eblouissant,D650,49.2741,-1.654713
201900003182,80,5,https://www.wikidata.org/wiki/Q113,2019,Crepuscule ou Aube,https://www.wikidata.org/wiki/Q12737,85215,Hors aglomeration,Normale,Le Bois Bertrand ,46.86772,-1.1604
201900003188,130,1,https://www.wikidata.org/wiki/Q113,2019,Crepuscule ou Aube,,08330,Hors aglomeration,Normale,A34,49.542737,4.432608
201900003188,130,1,https://www.wikidata.org/wiki/Q113,2019,Crepuscule ou Aube,,08330,Hors aglomeration,Normale,A34,49.542737,4.432608
201900003188,130,1,https://www.wikidata.org/wiki/Q113,2019,Crepuscule ou Aube,,08330,Hors aglomeration,Normale,A34,49.542737,4.432608
201900003194,80,8,https://www.wikidata.org/wiki/Q113,2019,Plein jour,https://www.wikidata.org/wiki/Q12723,71004,Hors aglomeration,Normale,Route de Dole,46.803367,4.940491
201900003215,80,8,https://www.wikidata.org/wiki/Q113,2019,Plein jour,https://www.wikidata.org/wiki/Q12682,30334,Hors aglomeration,Normale,Route de Bagnols,44.021207,4.438404
201900003220,80,5,https://www.wikidata.org/wiki/Q113,2019,Plein jour,https://www.wikidata.org/wiki/Q12671,2B320,Hors aglomeration,Normale,RT10,42.137193,9.509034
201900003221,80,15,https://www.wikidata.org/wiki/Q117,2019,Plein jour,https://www.wikidata.org/wiki/Q12711,59111,Hors aglomeration,Normale,9 Route de Saint Omer,50.831755,2.3159
201900003223,80,12,https://www.wikidata.org/wiki/Q115,2019,Plein jour,https://www.wikidata.org/wiki/Q12679,27672,Hors aglomeration,Normale,Route de Rouen,49.446535,1.359368
201900003225,50,14,https://www.wikidata.org/wiki/Q115,2019,Plein jour,https://www.wikidata.org/wiki/Q12666,17347,En aglomeration,Normale,rue des mar̩chaux,45.946693,-0.530172
201900003226,80,14,https://www.wikidata.org/wiki/Q115,2019,Plein jour,https://www.wikidata.org/wiki/Q12689,37016,Hors aglomeration,Normale,RD943,47.208362,0.944106
201900003236,50,15,https://www.wikidata.org/wiki/Q115,2019,Plein jour,https://www.wikidata.org/wiki/Q12682,30325,En aglomeration,Normale,Place de l'Eglise,43.980262,3.715418
201900003246,80,8,https://www.wikidata.org/wiki/Q113,2019,Crepuscule ou Aube,https://www.wikidata.org/wiki/Q12714,62864,Hors aglomeration,Vent fort ou tempete,d 939,50.246459,2.939789
201900003248,80,23,https://www.wikidata.org/wiki/Q117,2019,Plein jour,https://www.wikidata.org/wiki/Q12698,46045,Hors aglomeration,Pluie forte,lieu dit charrux,44.502027,1.839697
201900003250,80,13,https://www.wikidata.org/wiki/Q115,2019,Plein jour,https://www.wikidata.org/wiki/Q12700,48129,Hors aglomeration,Normale,D34,44.719994,3.819647
201900003251,80,23,https://www.wikidata.org/wiki/Q117,2019,Plein jour,https://www.wikidata.org/wiki/Q12693,41185,Hors aglomeration,Pluie legere,1356 Rue des Chevini̬res,47.373503,1.695439
201900003263,80,17,https://www.wikidata.org/wiki/Q115,2019,Nuit avec eclairage public non allume,https://www.wikidata.org/wiki/Q12690,38193,Hors aglomeration,Normale,Boulevard de l'Isle d'Abeau,45.61129,5.22088
201900003269,50,17,https://www.wikidata.org/wiki/Q113,2019,Plein jour,https://www.wikidata.org/wiki/Q12686,34217,En aglomeration,Normale,All̩e des Platanes,43.7007359,3.8622941
201900003270,80,16,https://www.wikidata.org/wiki/Q115,2019,Plein jour,https://www.wikidata.org/wiki/Q12694,42169,Hors aglomeration,Normale,jourde,45.441391,4.155089
201900003273,80,23,https://www.wikidata.org/wiki/Q117,2019,Plein jour,https://www.wikidata.org/wiki/Q12702,50185,Hors aglomeration,Normale,3 Route du Petit Pont,48.841963,-1.247236
201900003279,80,21,https://www.wikidata.org/wiki/Q117,2019,Plein jour,,09159,Hors aglomeration,Normale,RN 20 ,42.770235,1.733974
201900003298,30,18,https://www.wikidata.org/wiki/Q117,2019,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q12688,36121,En aglomeration,Pluie legere,place de l'Eglise,46.8373369,1.9561392
201900003323,90,11,https://www.wikidata.org/wiki/Q113,2019,Plein jour,https://www.wikidata.org/wiki/Q12668,19005,Hors aglomeration,Temps couvert,cd 901,45.2339207,1.4252776
201900003331,80,15,https://www.wikidata.org/wiki/Q115,2019,Plein jour,https://www.wikidata.org/wiki/Q12736,84136,Hors aglomeration,Normale,d7,44.144257,4.986067
201900003338,50,17,https://www.wikidata.org/wiki/Q113,2019,Plein jour,https://www.wikidata.org/wiki/Q12708,56130,Hors aglomeration,Normale,ZA de bellevue,47.739545,-3.222006
201900003346,80,15,https://www.wikidata.org/wiki/Q113,2019,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12708,56248,Hors aglomeration,Normale,route de Sulniac D183,47.5952,-2.621877
201900003347,90,23,https://www.wikidata.org/wiki/Q117,2019,Nuit sans eclairage public,,06085,En aglomeration,Normale,D6185,43.587901,7.003576
201900003364,110,17,https://www.wikidata.org/wiki/Q115,2019,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12741,89438,Hors aglomeration,Pluie legere,A6 PK 166+600,47.791555,3.668177
201900003364,110,17,https://www.wikidata.org/wiki/Q115,2019,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12741,89438,Hors aglomeration,Pluie legere,A6 PK 166+600,47.791555,3.668177
201900003365,80,23,https://www.wikidata.org/wiki/Q117,2019,Crepuscule ou Aube,https://www.wikidata.org/wiki/Q12697,45072,Hors aglomeration,Normale,D101,47.9645965,1.9781479
201900003392,80,14,https://www.wikidata.org/wiki/Q115,2019,Plein jour,,03286,Hors aglomeration,Normale,,46.4947912,3.3611205
201900003393,80,13,https://www.wikidata.org/wiki/Q113,2019,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12728,76263,Hors aglomeration,Normale,"PK 29+200, R.N. 31",49.4635,1.4734
201900003398,80,12,https://www.wikidata.org/wiki/Q113,2019,Plein jour,https://www.wikidata.org/wiki/Q12728,76271,Hors aglomeration,Normale,route du Bolhard,49.581303,1.168309
201900003402,80,15,https://www.wikidata.org/wiki/Q115,2019,Nuit sans eclairage public,,01060,Hors aglomeration,Normale,Le Pontet,46.048491,5.603249
201900003405,110,7,https://www.wikidata.org/wiki/Q113,2019,Plein jour,https://www.wikidata.org/wiki/Q12731,79079,Hors aglomeration,Vent fort ou tempete,N249,46.970329,-0.803806
201900003418,80,15,https://www.wikidata.org/wiki/Q113,2019,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12671,2B077,Hors aglomeration,Normale,Route d'Anghione,42.473956,9.51163
201900003439,90,7,https://www.wikidata.org/wiki/Q113,2019,Plein jour,https://www.wikidata.org/wiki/Q12734,82149,Hors aglomeration,Normale,D820,44.141383,1.513479
201900003451,80,27,https://www.wikidata.org/wiki/Q110,2019,Plein jour,https://www.wikidata.org/wiki/Q12662,14431,Hors aglomeration,Normale,Les Quatre Routes (le mesnil mauger),49.077585,-0.008392
201900003460,80,22,https://www.wikidata.org/wiki/Q110,2019,Plein jour,,08367,Hors aglomeration,Temps eblouissant,"D1, route de revin",49.921302,4.563307
201900003463,130,27,https://www.wikidata.org/wiki/Q110,2019,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12672,21285,Hors aglomeration,Normale,Autoroute A36,47.064659,5.293299
201900003467,80,27,https://www.wikidata.org/wiki/Q110,2019,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q17012,97112,Hors aglomeration,Normale,Route de Folle Anse,15.937332,-61.335944
201900003468,80,26,https://www.wikidata.org/wiki/Q110,2019,Plein jour,https://www.wikidata.org/wiki/Q12729,77192,Hors aglomeration,Normale,RD 402 pk 33+169,48.7020554,2.9147265
201900003476,50,27,https://www.wikidata.org/wiki/Q110,2019,Plein jour,https://www.wikidata.org/wiki/Q12673,22282,En aglomeration,Normale,43 Boulevard de Penthievre,48.627377,-2.266111
201900003481,70,26,https://www.wikidata.org/wiki/Q110,2019,Plein jour,,01275,Hors aglomeration,Normale,A46N 25.180 A 25.680,45.80826,4.91911
201900003564,30,4,https://www.wikidata.org/wiki/Q118,2019,Plein jour,https://www.wikidata.org/wiki/Q12687,35238,En aglomeration,Normale,PATTON (AVENUE DU GENERAL SIR GEORGES),48.128625,-1.664136
201900003595,70,24,https://www.wikidata.org/wiki/Q118,2019,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q17060,97213,Hors aglomeration,Normale,ROUTE DEPARTEMENTALE 3,14.6338,-60.99716
201900003611,80,23,https://www.wikidata.org/wiki/Q118,2019,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12732,80164,Hors aglomeration,Pluie legere,CORBIE (ROUTE),49.90365,2.37401
201900003611,80,23,https://www.wikidata.org/wiki/Q118,2019,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12732,80164,Hors aglomeration,Pluie legere,CORBIE (ROUTE),49.90365,2.37401
201900003627,90,25,https://www.wikidata.org/wiki/Q118,2019,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12712,60463,Hors aglomeration,Pluie legere,RD 200_CARREFOUR FAIDHERBE EXCLUS_PROLON,49.27694,2.46138
201900003732,50,10,https://www.wikidata.org/wiki/Q116,2019,Plein jour,https://www.wikidata.org/wiki/Q12681,29135,En aglomeration,Normale,Rue du Dourdy,47.8394604,-4.1884995
201900003744,50,28,https://www.wikidata.org/wiki/Q119,2019,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q12736,84035,En aglomeration,Autre,LIBERATION (AVENUE DE LA),43.84368,5.0385
201900003748,110,5,https://www.wikidata.org/wiki/Q119,2019,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12720,68375,Hors aglomeration,Autre,Wittelsheim,47.773517,7.221726
201900003756,50,22,https://www.wikidata.org/wiki/Q119,2019,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q12720,68066,En aglomeration,Pluie legere,STRASBOURG (ROUTE DE),48.100644,7.362098
201900003777,90,21,https://www.wikidata.org/wiki/Q119,2019,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12746,94065,Hors aglomeration,Normale,Route nationale 186,48.7534,2.3734
201900003783,30,7,https://www.wikidata.org/wiki/Q117,2019,Crepuscule ou Aube,https://www.wikidata.org/wiki/Q12719,67482,En aglomeration,Temps couvert,GANZAU (RUE DE LA),48.52621,7.75996
201900003793,-1,6,https://www.wikidata.org/wiki/Q117,2019,Plein jour,https://www.wikidata.org/wiki/Q12677,25586,Hors aglomeration,Normale,rue de la Begelle,47.464311,6.894967
201900003847,30,30,https://www.wikidata.org/wiki/Q113,2019,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q12745,93057,En aglomeration,Normale,CASANOVA ( AL. DANIELLE) 91 A FIN,48.90532,2.49875
201900003853,110,9,https://www.wikidata.org/wiki/Q118,2019,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12681,29189,Hors aglomeration,Temps couvert,Plougastel-Daoulas,48.383026,-4.351326
201900003857,70,18,https://www.wikidata.org/wiki/Q117,2019,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12720,68256,Hors aglomeration,Normale,,47.755502,7.297955
201900003884,110,20,https://www.wikidata.org/wiki/Q116,2019,Plein jour,https://www.wikidata.org/wiki/Q12730,78366,Hors aglomeration,Normale,N12 PK 41.450,48.798627,1.859299
201900003887,80,20,https://www.wikidata.org/wiki/Q116,2019,Plein jour,,04148,Hors aglomeration,Normale,RD 4085,43.8161215,6.5945566
201900003928,50,13,https://www.wikidata.org/wiki/Q116,2019,Nuit avec eclairage public non allume,https://www.wikidata.org/wiki/Q12741,89387,En aglomeration,Normale,GEORGES POMPIDOU (AVENUE),48.2103896,3.2763398
