Identifiant_Accident,Vitesse_Maximale_Autorisee,jour,mois,Annee,Luminosite,Departement,Commune,Agglomeration,Connition_Atmospheriques,adresse,Latitude,Longitude
202000011927,70,13,https://www.wikidata.org/wiki/Q117,2020,Crepuscule ou Aube,https://www.wikidata.org/wiki/Q12693,41242,Hors aglomeration,Pluie forte,33 Route de Valencay,47.258626,1.547291
202000011937,90,13,https://www.wikidata.org/wiki/Q117,2020,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12724,72026,Hors aglomeration,Pluie legere,Saint Cher,48.123254,0.318915
202000011944,50,12,https://www.wikidata.org/wiki/Q117,2020,Crepuscule ou Aube,https://www.wikidata.org/wiki/Q12679,27577,Hors aglomeration,Normale,route de trouville RD95,49.4154669,0.5592695
202000011946,90,11,https://www.wikidata.org/wiki/Q117,2020,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12687,35353,Hors aglomeration,Normale,RN 1012,48.123345,-1.732802
202000011947,50,16,https://www.wikidata.org/wiki/Q115,2020,Plein jour,https://www.wikidata.org/wiki/Q12721,69259,En aglomeration,Normale,VIVIANI                             (AV),45.72049,4.88522
202000011947,50,16,https://www.wikidata.org/wiki/Q115,2020,Plein jour,https://www.wikidata.org/wiki/Q12721,69259,En aglomeration,Normale,VIVIANI                             (AV),45.72049,4.88522
202000011960,80,13,https://www.wikidata.org/wiki/Q117,2020,Plein jour,https://www.wikidata.org/wiki/Q17060,97228,Hors aglomeration,Normale,Bd Raymond Huygues Despointes,14.771635,-61.008646
202000011976,80,13,https://www.wikidata.org/wiki/Q117,2020,Plein jour,https://www.wikidata.org/wiki/Q12694,42285,Hors aglomeration,Normale,Route de Montbrison,45.5522172,4.161061
202000011999,90,17,https://www.wikidata.org/wiki/Q113,2020,Plein jour,https://www.wikidata.org/wiki/Q12709,57256,Hors aglomeration,Pluie forte,D603,49.117275,6.037781
202000012011,50,16,https://www.wikidata.org/wiki/Q115,2020,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q12648,06088,En aglomeration,Normale,PROMENADE DES ANGLAIS (DU NÂ° 1 AU NÂ° 43),43.694839,7.262915
202000012023,70,9,https://www.wikidata.org/wiki/Q117,2020,Plein jour,https://www.wikidata.org/wiki/Q12706,54375,Hors aglomeration,Pluie legere,RD 958  ,48.89952,5.99399
202000012061,80,15,https://www.wikidata.org/wiki/Q115,2020,Plein jour,https://www.wikidata.org/wiki/Q12726,74263,Hors aglomeration,Normale,Route de PÃ©rrignier,46.317281,6.398077
202000012064,50,17,https://www.wikidata.org/wiki/Q115,2020,Plein jour,https://www.wikidata.org/wiki/Q12668,19093,En aglomeration,Normale,RD8,45.0804491,1.560424
202000012069,70,17,https://www.wikidata.org/wiki/Q115,2020,Crepuscule ou Aube,https://www.wikidata.org/wiki/Q12685,33173,Hors aglomeration,Normale,Lieu Dit Bernarderie,44.95702,0.002967
202000012070,80,17,https://www.wikidata.org/wiki/Q115,2020,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12685,33236,Hors aglomeration,Normale,CD106 CLAOUEY,44.77207,-1.17242
202000012088,80,16,https://www.wikidata.org/wiki/Q115,2020,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12678,26022,Hors aglomeration,Normale,D542,44.24724,5.669755
202000012095,90,17,https://www.wikidata.org/wiki/Q115,2020,Plein jour,https://www.wikidata.org/wiki/Q12665,16004,Hors aglomeration,Normale,Lieu dit Le Moulin d'Aignes,45.446253,0.138755
202000012112,50,16,https://www.wikidata.org/wiki/Q115,2020,Plein jour,https://www.wikidata.org/wiki/Q12682,30330,En aglomeration,Normale,132 Route de Nimes,44.037967,4.000483
202000012121,70,15,https://www.wikidata.org/wiki/Q115,2020,Plein jour,https://www.wikidata.org/wiki/Q12725,73179,Hors aglomeration,Normale,D14A Av Rene Cassin,45.600753,5.878737
202000012125,90,16,https://www.wikidata.org/wiki/Q115,2020,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12661,13001,Hors aglomeration,Normale,A51-Sens Marseille vers Aix en Provence,43.51311,5.4261
202000012150,80,28,https://www.wikidata.org/wiki/Q119,2020,Plein jour,https://www.wikidata.org/wiki/Q12736,84142,Hors aglomeration,Normale,D31,43.951533,5.026996
202000012160,50,28,https://www.wikidata.org/wiki/Q119,2020,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q12707,55089,En aglomeration,Pluie legere,Chemin de la Prairie,48.502233,5.701065
202000012166,50,28,https://www.wikidata.org/wiki/Q119,2020,Nuit avec eclairage public non allume,https://www.wikidata.org/wiki/Q12672,21249,En aglomeration,Normale,Rue des Buttes,47.090681,5.215754
202000012196,50,22,https://www.wikidata.org/wiki/Q119,2020,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q12713,61391,En aglomeration,Pluie forte,RAINETTE (RUE DE),48.755368,-0.568755
202000012210,80,27,https://www.wikidata.org/wiki/Q119,2020,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12659,11413,Hors aglomeration,Normale,route dÃ©partementale 118,43.341367,2.288541
202000012223,80,28,https://www.wikidata.org/wiki/Q119,2020,Plein jour,https://www.wikidata.org/wiki/Q12667,18012,Hors aglomeration,Temps couvert,D45,47.131692,3.005508
202000012225,90,27,https://www.wikidata.org/wiki/Q119,2020,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12672,21112,Hors aglomeration,Vent fort ou tempete,D996,47.0777829,5.1030711
202000012234,110,28,https://www.wikidata.org/wiki/Q119,2020,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12696,44047,Hors aglomeration,Normale,N444,47.246869,-1.674806
202000012291,80,27,https://www.wikidata.org/wiki/Q119,2020,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12685,33352,Hors aglomeration,Pluie forte,D9e1,44.577599,-0.075595
202000012291,80,27,https://www.wikidata.org/wiki/Q119,2020,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12685,33352,Hors aglomeration,Pluie forte,D9e1,44.577599,-0.075595
202000012308,60,26,https://www.wikidata.org/wiki/Q119,2020,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q30971,98747,Hors aglomeration,Pluie legere,PK 6 Ã  PUEU,-17.751545,-149.240354
202000012319,50,27,https://www.wikidata.org/wiki/Q119,2020,Plein jour,https://www.wikidata.org/wiki/Q12673,22149,Hors aglomeration,Pluie legere,Lieu dit Kerveno,48.291157,-2.917184
202000012340,80,19,https://www.wikidata.org/wiki/Q118,2020,Plein jour,https://www.wikidata.org/wiki/Q17070,97416,En aglomeration,Normale,Route Nationale 2,-21.35198,55.50779
202000012344,50,19,https://www.wikidata.org/wiki/Q118,2020,Plein jour,https://www.wikidata.org/wiki/Q17070,97411,En aglomeration,Normale,JAURES (BLD 1 JEAN),-20.888806,55.449282
202000012385,30,19,https://www.wikidata.org/wiki/Q118,2020,Plein jour,https://www.wikidata.org/wiki/Q12711,59569,En aglomeration,Normale,MONTREAL (RUE DE),50.35521,3.10945
202000012467,80,21,https://www.wikidata.org/wiki/Q118,2020,Plein jour,https://www.wikidata.org/wiki/Q12643,03275,Hors aglomeration,Temps eblouissant,D945,46.5402295,3.2184414
202000012532,50,7,https://www.wikidata.org/wiki/Q112,2020,Plein jour,https://www.wikidata.org/wiki/Q12726,74119,En aglomeration,Normale,JAURES (BOULEVARD JEAN),46.3995908,6.5964891
202000012561,50,10,https://www.wikidata.org/wiki/Q112,2020,Plein jour,https://www.wikidata.org/wiki/Q12744,92075,En aglomeration,Normale,JEAN BLEUZEN (RUE),48.82198,2.293802
202000012570,130,13,https://www.wikidata.org/wiki/Q112,2020,Plein jour,https://www.wikidata.org/wiki/Q12706,54408,Hors aglomeration,Normale,A4,49.1701761,5.7552534
202000012574,80,13,https://www.wikidata.org/wiki/Q112,2020,Plein jour,https://www.wikidata.org/wiki/Q12673,22183,Hors aglomeration,Normale,Departementale 1,48.153311,-2.578397
202000012589,50,12,https://www.wikidata.org/wiki/Q112,2020,Plein jour,https://www.wikidata.org/wiki/Q12719,67108,En aglomeration,Normale,5 Avenue Jean Precheur,48.543656,7.578973
202000012590,90,13,https://www.wikidata.org/wiki/Q112,2020,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q33785,98821,Hors aglomeration,Normale,RT1,-22.0797345,166.3131326
202000012590,90,13,https://www.wikidata.org/wiki/Q112,2020,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q33785,98821,Hors aglomeration,Normale,RT1,-22.0797345,166.3131326
202000012590,90,13,https://www.wikidata.org/wiki/Q112,2020,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q33785,98821,Hors aglomeration,Normale,RT1,-22.0797345,166.3131326
202000012591,50,13,https://www.wikidata.org/wiki/Q112,2020,Plein jour,https://www.wikidata.org/wiki/Q12697,45273,Hors aglomeration,Normale,D960 - PR78+600,47.8674921,2.1427536
202000012599,90,11,https://www.wikidata.org/wiki/Q112,2020,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12687,35047,Hors aglomeration,Normale,RD 177 PK  29 Sens Rennes vers Redon,48.0522026,-1.743583
202000012610,50,10,https://www.wikidata.org/wiki/Q112,2020,Plein jour,https://www.wikidata.org/wiki/Q12671,2B033,Hors aglomeration,Normale,CAP - ROUTE DU CAP,42.71734,9.45542
202000012649,50,18,https://www.wikidata.org/wiki/Q111,2020,Plein jour,https://www.wikidata.org/wiki/Q17070,97415,En aglomeration,Normale,Ruelle de l'Eglise,-21.013533,55.270194
202000012653,130,12,https://www.wikidata.org/wiki/Q112,2020,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12739,87003,Hors aglomeration,Normale,A20,46.278075,1.402694
202000012666,80,11,https://www.wikidata.org/wiki/Q112,2020,Crepuscule ou Aube,https://www.wikidata.org/wiki/Q12651,07309,Hors aglomeration,Pluie forte,La Boudras,45.130732,4.593873
202000012668,80,12,https://www.wikidata.org/wiki/Q112,2020,Plein jour,https://www.wikidata.org/wiki/Q12740,88108,Hors aglomeration,Normale,D164,47.951075,6.306321
202000012676,70,12,https://www.wikidata.org/wiki/Q112,2020,Plein jour,https://www.wikidata.org/wiki/Q12719,67394,Hors aglomeration,Normale,D264,48.9441867,7.8906461
202000012715,-1,10,https://www.wikidata.org/wiki/Q112,2020,Plein jour,https://www.wikidata.org/wiki/Q12658,10048,Hors aglomeration,Normale,D12,48.190495,4.582114
202000012721,80,1,https://www.wikidata.org/wiki/Q110,2020,Plein jour,https://www.wikidata.org/wiki/Q12672,21310,Hors aglomeration,Normale,D905,47.326869,4.588938
202000012726,80,1,https://www.wikidata.org/wiki/Q110,2020,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12709,57126,Hors aglomeration,Pluie legere,D674,48.777658,6.468394
202000012731,50,28,https://www.wikidata.org/wiki/Q109,2020,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q12711,59445,En aglomeration,Pluie legere,Rue des Horbes,50.039196,4.117042
202000012734,110,2,https://www.wikidata.org/wiki/Q110,2020,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12708,56075,Hors aglomeration,Pluie legere,RN24,47.928363,-2.135639
202000012744,70,27,https://www.wikidata.org/wiki/Q109,2020,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12711,59282,En aglomeration,Normale,Route de Dunkerque,50.81424,2.482588
202000012746,80,29,https://www.wikidata.org/wiki/Q109,2020,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12711,59532,Hors aglomeration,Pluie legere,D17,50.971589,2.143267
202000012755,130,27,https://www.wikidata.org/wiki/Q108,2020,Plein jour,https://www.wikidata.org/wiki/Q12728,76462,Hors aglomeration,Normale,A28,49.729653,1.459229
202000012764,-1,29,https://www.wikidata.org/wiki/Q109,2020,Plein jour,https://www.wikidata.org/wiki/Q12732,80231,Hors aglomeration,Normale,10 Rue de Maurepas,49.970283,2.820713
202000012766,80,28,https://www.wikidata.org/wiki/Q108,2020,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12687,35224,Hors aglomeration,Pluie forte,D75,48.509525,-1.840652
202000012767,50,3,https://www.wikidata.org/wiki/Q110,2020,Plein jour,https://www.wikidata.org/wiki/Q12732,80205,En aglomeration,Pluie legere,Rue du 53 Ricms,50.008915,2.011952
202000012795,70,27,https://www.wikidata.org/wiki/Q108,2020,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q12706,54490,Hors aglomeration,Pluie forte,D90b,48.7748619,6.0536814
202000012797,70,26,https://www.wikidata.org/wiki/Q109,2020,Plein jour,https://www.wikidata.org/wiki/Q12681,29137,Hors aglomeration,Normale,36 Route des Trois Prats,48.334164,-4.288264
202000012813,70,24,https://www.wikidata.org/wiki/Q108,2020,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12711,59032,Hors aglomeration,Normale,AUTOROUTE A2,50.3373329,3.5195313
202000012814,80,1,https://www.wikidata.org/wiki/Q110,2020,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12696,44171,Hors aglomeration,Normale,D751,47.1410055,-1.7139637
202000012820,80,1,https://www.wikidata.org/wiki/Q110,2020,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12696,44131,Hors aglomeration,Normale,D 213,47.1091282,-2.0682656
202000012823,80,28,https://www.wikidata.org/wiki/Q109,2020,Plein jour,https://www.wikidata.org/wiki/Q12687,35299,Hors aglomeration,Temps couvert,Les Terres Pelees,48.644709,-1.917404
202000012835,80,1,https://www.wikidata.org/wiki/Q110,2020,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12683,31237,Hors aglomeration,Normale,D83,43.077681,0.95919
202000012841,80,3,https://www.wikidata.org/wiki/Q110,2020,Plein jour,https://www.wikidata.org/wiki/Q12683,31375,Hors aglomeration,Vent fort ou tempete,Ribaus,43.20455,1.212702
202000012847,70,25,https://www.wikidata.org/wiki/Q108,2020,Plein jour,https://www.wikidata.org/wiki/Q12735,83090,En aglomeration,Normale,GORGES (ROUTE DES),43.14166,5.84845
202000012850,50,1,https://www.wikidata.org/wiki/Q110,2020,Crepuscule ou Aube,https://www.wikidata.org/wiki/Q12690,38410,Hors aglomeration,Pluie legere,Route de Romans,45.08518,5.20927
202000012850,50,1,https://www.wikidata.org/wiki/Q110,2020,Crepuscule ou Aube,https://www.wikidata.org/wiki/Q12690,38410,Hors aglomeration,Pluie legere,Route de Romans,45.08518,5.20927
202000012870,90,1,https://www.wikidata.org/wiki/Q110,2020,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12663,15083,Hors aglomeration,Pluie legere,D922,44.982111,2.411703
202000012876,80,29,https://www.wikidata.org/wiki/Q109,2020,Plein jour,https://www.wikidata.org/wiki/Q12629,01457,Hors aglomeration,Pluie legere,1136 Route de Mezeriat,46.232118,5.006247
202000012878,80,3,https://www.wikidata.org/wiki/Q110,2020,Crepuscule ou Aube,https://www.wikidata.org/wiki/Q12722,70082,Hors aglomeration,Pluie legere,Route de ThiÃ©nans,47.480001,6.277785
202000012886,30,26,https://www.wikidata.org/wiki/Q108,2020,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q12648,06088,En aglomeration,Normale,SAINT-ANTOINE (RTE DE),43.69744,7.22729
202000012892,50,26,https://www.wikidata.org/wiki/Q108,2020,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q12727,75108,En aglomeration,Normale,COURS LA REINE,48.86463,2.319558
202000012902,-1,4,https://www.wikidata.org/wiki/Q110,2020,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12702,50003,Hors aglomeration,Pluie legere,54 Rue d'Agon,49.060275,-1.587122
202000012934,80,28,https://www.wikidata.org/wiki/Q109,2020,Plein jour,https://www.wikidata.org/wiki/Q12688,36020,Hors aglomeration,Normale,,46.38729,1.251712
202000012945,30,25,https://www.wikidata.org/wiki/Q109,2020,Plein jour,https://www.wikidata.org/wiki/Q12705,53086,En aglomeration,Normale,17 Route de VitrÃ©,48.20383,-1.059817
202000012949,80,1,https://www.wikidata.org/wiki/Q110,2020,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12672,21235,Hors aglomeration,Pluie legere,Duesme,47.62138,4.667923
202000012967,50,2,https://www.wikidata.org/wiki/Q110,2020,Plein jour,https://www.wikidata.org/wiki/Q12682,30198,En aglomeration,Temps couvert,L'Oriol,44.116669,3.723963
202000012968,70,27,https://www.wikidata.org/wiki/Q108,2020,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12713,61096,Hors aglomeration,Pluie legere,D916 COUTERNE,48.526524,-0.408801
202000013004,50,29,https://www.wikidata.org/wiki/Q109,2020,Plein jour,https://www.wikidata.org/wiki/Q12690,38253,En aglomeration,Normale,Chemin de la Soldanelle,45.01472,6.12554
202000013006,80,27,https://www.wikidata.org/wiki/Q108,2020,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12719,67049,Hors aglomeration,Normale,D84,48.5121016,7.6218369
202000013018,130,29,https://www.wikidata.org/wiki/Q109,2020,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12682,30189,Hors aglomeration,Pluie legere,autoroute A9 Point KilomÃ©trique 046+500,43.818597,4.373063
202000013022,50,27,https://www.wikidata.org/wiki/Q108,2020,Plein jour,https://www.wikidata.org/wiki/Q17075,97607,En aglomeration,Normale,Rue Boboka,-12.836328,45.17245
202000013023,50,2,https://www.wikidata.org/wiki/Q110,2020,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q33785,98830,En aglomeration,Pluie legere,RPN10,-20.7911,165.25482
202000013026,80,27,https://www.wikidata.org/wiki/Q108,2020,Plein jour,https://www.wikidata.org/wiki/Q37633,97311,Hors aglomeration,Pluie legere,390 Avenue Jean Galmot,5.492384,-53.971526
202000013038,80,27,https://www.wikidata.org/wiki/Q108,2020,Plein jour,https://www.wikidata.org/wiki/Q12735,83023,Hors aglomeration,Normale,Route de Cabasse,43.405016,6.15876
202000013040,-1,1,https://www.wikidata.org/wiki/Q110,2020,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q17012,97117,Hors aglomeration,Normale,RN 5 - route de la baie,16.336438,-61.372842
202000013045,70,4,https://www.wikidata.org/wiki/Q110,2020,Plein jour,https://www.wikidata.org/wiki/Q17012,97107,Hors aglomeration,Normale,RN 1,16.054315,-61.567764
202000013066,90,28,https://www.wikidata.org/wiki/Q109,2020,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12682,30307,Hors aglomeration,Temps couvert,N106,44.173159,4.048569
202000013110,10,16,https://www.wikidata.org/wiki/Q114,2020,Plein jour,https://www.wikidata.org/wiki/Q12728,76217,En aglomeration,Normale,NATIONALE (PLACE),49.92,1.07963
202000013133,50,15,https://www.wikidata.org/wiki/Q114,2020,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q12683,31555,En aglomeration,Normale,RUE VINCENT VAN GOGH,43.56294,1.40155
202000013142,50,16,https://www.wikidata.org/wiki/Q114,2020,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q12661,13214,En aglomeration,Normale,ROLAND DORGELES (BOULEVARD),43.346159,5.380639
202000013190,90,17,https://www.wikidata.org/wiki/Q114,2020,Crepuscule ou Aube,https://www.wikidata.org/wiki/Q12731,79277,Hors aglomeration,Normale,,47.074516,-0.17711
202000013230,70,17,https://www.wikidata.org/wiki/Q114,2020,Plein jour,https://www.wikidata.org/wiki/Q12661,13022,Hors aglomeration,Normale,D559,43.21818,5.580819
202000013247,80,16,https://www.wikidata.org/wiki/Q114,2020,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12737,85211,Hors aglomeration,Normale,Le Tablier,46.59546,-1.53913
202000013247,80,16,https://www.wikidata.org/wiki/Q114,2020,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12737,85211,Hors aglomeration,Normale,Le Tablier,46.59546,-1.53913
202000013275,50,13,https://www.wikidata.org/wiki/Q116,2020,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12747,95252,En aglomeration,Normale,CHEMIN NEUF (RUE DU),48.9774,2.2284
202000013328,50,14,https://www.wikidata.org/wiki/Q114,2020,Crepuscule ou Aube,https://www.wikidata.org/wiki/Q12735,83118,Hors aglomeration,Normale,ROUTE DE SAINT-BARTHÃLEMY,43.44334,6.90007
202000013388,70,14,https://www.wikidata.org/wiki/Q116,2020,Plein jour,https://www.wikidata.org/wiki/Q12681,29086,Hors aglomeration,Normale,D33 - 186 Lieu-dit le Bot,48.3593747,-4.2418375
202000013412,80,14,https://www.wikidata.org/wiki/Q116,2020,Plein jour,https://www.wikidata.org/wiki/Q12674,23016,Hors aglomeration,Normale,D941,45.95814,2.014581
202000013413,80,13,https://www.wikidata.org/wiki/Q116,2020,Plein jour,https://www.wikidata.org/wiki/Q12739,87046,Hors aglomeration,Temps eblouissant,D10,45.825181,1.045337
202000013419,50,12,https://www.wikidata.org/wiki/Q116,2020,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q30971,98740,En aglomeration,Normale,Quai de Ohotu - Avatoru,-14.971926,-147.634438
202000013419,50,12,https://www.wikidata.org/wiki/Q116,2020,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q30971,98740,En aglomeration,Normale,Quai de Ohotu - Avatoru,-14.971926,-147.634438
202000013421,80,14,https://www.wikidata.org/wiki/Q116,2020,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q37633,97311,Hors aglomeration,Normale,PK11 - 1975 rte de st jean,5.4046309,-54.062497
202000013424,50,12,https://www.wikidata.org/wiki/Q116,2020,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q17060,97230,En aglomeration,Normale,Tartane,14.759897,-60.918127
202000013438,70,12,https://www.wikidata.org/wiki/Q116,2020,Crepuscule ou Aube,https://www.wikidata.org/wiki/Q12681,29179,Hors aglomeration,Normale,6 Lieu-dit Kerfelgar,48.5198853,-4.3092629
202000013479,90,16,https://www.wikidata.org/wiki/Q113,2020,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q17012,97103,Hors aglomeration,Pluie legere,N1,16.254055,-61.57153
202000013480,80,16,https://www.wikidata.org/wiki/Q113,2020,Plein jour,https://www.wikidata.org/wiki/Q12697,45316,Hors aglomeration,Normale,rd2060 - pk 58+300,47.947042,2.368498
202000013519,50,15,https://www.wikidata.org/wiki/Q113,2020,Plein jour,https://www.wikidata.org/wiki/Q12729,77514,En aglomeration,Normale,NORMANDIE-NIEMEN (AVENUE),48.94935,2.61405
202000013536,30,12,https://www.wikidata.org/wiki/Q113,2020,Plein jour,https://www.wikidata.org/wiki/Q12711,59178,En aglomeration,Normale,SAINT SULPICE (RUE),50.37627,3.08512
202000013541,50,14,https://www.wikidata.org/wiki/Q113,2020,Crepuscule ou Aube,https://www.wikidata.org/wiki/Q12706,54395,En aglomeration,Pluie legere,BOUDONVILLE (RUE DU MOULIN DE),48.6980295,6.1651152
202000013617,80,16,https://www.wikidata.org/wiki/Q113,2020,Plein jour,https://www.wikidata.org/wiki/Q12722,70137,Hors aglomeration,Normale,D49,47.516259,6.357737
202000013628,80,15,https://www.wikidata.org/wiki/Q113,2020,Plein jour,https://www.wikidata.org/wiki/Q17012,97128,Hors aglomeration,Normale,Gentilly,16.274248,-61.366786
202000013630,80,16,https://www.wikidata.org/wiki/Q113,2020,Plein jour,https://www.wikidata.org/wiki/Q12682,30258,Hors aglomeration,Normale,PR 17 route de nimes,43.692468,4.426868
202000013687,80,14,https://www.wikidata.org/wiki/Q115,2020,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12661,13103,Hors aglomeration,Normale,RD 113,43.60337,5.10058
202000013693,80,15,https://www.wikidata.org/wiki/Q115,2020,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12629,01344,Hors aglomeration,Normale,TREVOUX (AVENUE DE),46.1983,5.1756
202000013821,50,14,https://www.wikidata.org/wiki/Q115,2020,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q17070,97414,En aglomeration,Normale,Rue FranÃ§ois de Mahy,-21.29046,55.41328
202000013834,70,15,https://www.wikidata.org/wiki/Q115,2020,Plein jour,https://www.wikidata.org/wiki/Q12686,34126,Hors aglomeration,Normale,D908,43.590944,3.101921
202000013834,70,15,https://www.wikidata.org/wiki/Q115,2020,Plein jour,https://www.wikidata.org/wiki/Q12686,34126,Hors aglomeration,Normale,D908,43.590944,3.101921
202000013834,70,15,https://www.wikidata.org/wiki/Q115,2020,Plein jour,https://www.wikidata.org/wiki/Q12686,34126,Hors aglomeration,Normale,D908,43.590944,3.101921
202000013849,50,15,https://www.wikidata.org/wiki/Q115,2020,Plein jour,https://www.wikidata.org/wiki/Q12737,85018,En aglomeration,Normale,64 Chemin des MÃ»res,46.91537,-2.02782
202000013851,130,14,https://www.wikidata.org/wiki/Q115,2020,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12729,77295,Hors aglomeration,Normale,A5,48.56789,2.75583
202000013887,40,11,https://www.wikidata.org/wiki/Q117,2020,Plein jour,https://www.wikidata.org/wiki/Q12717,65344,En aglomeration,Pluie legere,24 Rue Voltaire,43.186842,-0.018952
202000013897,80,11,https://www.wikidata.org/wiki/Q117,2020,Plein jour,https://www.wikidata.org/wiki/Q12644,04016,Hors aglomeration,Normale,RD 3,44.242909,6.115866
202000013900,-1,12,https://www.wikidata.org/wiki/Q117,2020,Plein jour,https://www.wikidata.org/wiki/Q37633,97307,Hors aglomeration,Normale,Route de la Distillerie,4.866184,-52.311106
202000013912,50,11,https://www.wikidata.org/wiki/Q117,2020,Plein jour,https://www.wikidata.org/wiki/Q12690,38344,En aglomeration,Normale,43 Avenue Gabriel PÃ©ri,45.366849,4.800034
202000013933,70,10,https://www.wikidata.org/wiki/Q117,2020,Plein jour,https://www.wikidata.org/wiki/Q12729,77372,Hors aglomeration,Normale,A104,48.877364,2.668398
202000013944,50,10,https://www.wikidata.org/wiki/Q117,2020,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q37633,97302,Hors aglomeration,Normale,LEBLOND (ROND POINT),4.9215972,-52.3297302
202000013963,50,8,https://www.wikidata.org/wiki/Q117,2020,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q12709,57463,En aglomeration,Normale,FAUBOURG (RUE DU ),49.082,6.18432
202000014023,70,11,https://www.wikidata.org/wiki/Q117,2020,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12659,11360,Hors aglomeration,Normale,Chemin de Halage,43.262847,2.90421
202000014043,80,9,https://www.wikidata.org/wiki/Q117,2020,Crepuscule ou Aube,https://www.wikidata.org/wiki/Q12725,73151,Hors aglomeration,Normale,D201,45.501346,6.042252
202000014049,80,11,https://www.wikidata.org/wiki/Q117,2020,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12652,08385,Hors aglomeration,Temps couvert,D59,49.75909,4.78225
202000014084,80,24,https://www.wikidata.org/wiki/Q119,2020,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12692,40213,Hors aglomeration,Temps couvert,Route de Labenne,43.594255,-1.385329
202000014087,-1,26,https://www.wikidata.org/wiki/Q119,2020,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q17070,97404,Hors aglomeration,Normale,"RN1, voie d'insertion Les Sables Sens NORD/SURD",-21.279347,55.379274
202000014092,80,26,https://www.wikidata.org/wiki/Q119,2020,Plein jour,https://www.wikidata.org/wiki/Q12731,79162,Hors aglomeration,Normale,Route de la Garette,46.311597,-0.576911
202000014107,60,24,https://www.wikidata.org/wiki/Q119,2020,Plein jour,https://www.wikidata.org/wiki/Q30971,98752,Hors aglomeration,Normale,PK 47+800,-17.722055,-149.404653
202000014115,70,26,https://www.wikidata.org/wiki/Q119,2020,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12736,84067,Hors aglomeration,Vent fort ou tempete,"D126, 1070 route d'Aubignan",44.083801,5.012748
